,PRICE,MILEAGE_KM,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,CAR_AGE,DEREG_VALUE_FROM_SCRAPE_DATE,OMV,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,POWER,LISTING_URL,BRAND
1054,74888.0,116000.0,33568.0,2192.0,14.0,20260.0,40475.0,2497.0,1650.0,201.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289096&DL=3160&utm_content=SLeligible,BMW
1056,53800.0,161281.0,31335.0,1733.0,16.0,15015.0,28332.0,2362.0,1500.0,164.0,https://www.sgcarmart.com/used_cars/info.php?ID=1276875&DL=2077&utm_content=SLeligible,Toyota
1057,66800.0,160000.0,39313.0,2041.0,15.0,22252.0,38495.0,2500.0,1625.0,205.0,https://www.sgcarmart.com/used_cars/info.php?ID=1252618&DL=3759&utm_content=SLeligible,Lexus
1059,104800.0,121000.0,25689.0,1494.0,5.0,35097.0,28463.0,1595.0,1435.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290144&DL=2189,Mercedes-Benz
1063,70777.0,99000.0,49189.0,1335.0,7.0,35932.0,28942.0,1598.0,1300.0,162.0,https://www.sgcarmart.com/used_cars/info.php?ID=1220278&DL=3648&utm_content=SLeligible,Peugeot
1064,70800.0,111000.0,57002.0,887.0,8.0,40763.0,37509.0,1998.0,1620.0,241.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290407&DL=1400,Lexus
1065,116000.0,36980.0,80000.0,3012.0,3.0,70271.0,18410.0,996.0,970.0,96.0,https://www.sgcarmart.com/used_cars/info.php?ID=1236506&DL=3712&utm_content=SLeligible,Toyota
1067,93800.0,140000.0,33568.0,2223.0,16.0,20545.0,45515.0,2497.0,1505.0,201.0,https://www.sgcarmart.com/used_cars/info.php?ID=1265462&DL=4074&utm_content=SLeligible,BMW
1069,70998.0,154824.0,31933.0,1460.0,15.0,15547.0,52997.0,1796.0,1650.0,201.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289575&DL=3382&utm_content=SLeligible,Mercedes-Benz
1070,52800.0,136000.0,25525.0,1492.0,15.0,12637.0,11974.0,1591.0,1264.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1270050&DL=3048&utm_content=SLeligible,Hyundai
1071,85000.0,156000.0,33568.0,2281.0,14.0,21088.0,28075.0,1995.0,1390.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288930&DL=4074&utm_content=SLeligible,BMW
1072,159800.0,62595.0,43102.0,1855.0,5.0,59906.0,41556.0,1991.0,1705.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289067&DL=1213,Mercedes-Benz
1073,75800.0,92000.0,58801.0,549.0,9.0,60921.0,68054.0,1999.0,1729.0,237.0,https://www.sgcarmart.com/used_cars/info.php?ID=1256696&DL=2175&utm_content=SLeligible,Jaguar
1074,58800.0,134405.0,78001.0,432.0,10.0,43921.0,50932.0,1997.0,1770.0,241.0,https://www.sgcarmart.com/used_cars/info.php?ID=1279322&DL=4412,BMW
1075,60900.0,100000.0,54616.0,1191.0,7.0,37037.0,26813.0,1969.0,1557.0,241.0,https://www.sgcarmart.com/used_cars/info.php?ID=1284133&DL=3951,Volvo
1076,59800.0,80000.0,61001.0,487.0,9.0,37409.0,43466.0,1984.0,1530.0,281.0,https://www.sgcarmart.com/used_cars/info.php?ID=1277700&DL=2757&utm_content=SLeligible,Audi
1079,207800.0,1300.0,126889.0,3381.0,1.0,152473.0,38225.0,1499.0,1430.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1278674&DL=1111&utm_content=SLeligible,MINI
1083,192800.0,18000.0,61190.0,2591.0,3.0,78940.0,39511.0,1618.0,1280.0,257.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289521&DL=3981,Toyota
1084,78500.0,121281.0,39000.0,1104.0,7.0,39094.0,32118.0,1798.0,1480.0,177.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289450&DL=3597,Volkswagen
1085,36300.0,79481.0,60001.0,516.0,9.0,21856.0,26376.0,1499.0,1360.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286619&DL=3381,BMW
1086,69800.0,116801.0,35411.0,1827.0,16.0,17832.0,37237.0,2362.0,1795.0,167.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290031&DL=2425&utm_content=SLeligible,Toyota
1087,55800.0,104074.0,49602.0,769.0,8.0,30588.0,29526.0,2359.0,1891.0,185.0,https://www.sgcarmart.com/used_cars/info.php?ID=1275436&DL=1032&utm_content=SLeligible,Hyundai
1089,47800.0,99700.0,44847.0,947.0,8.0,20016.0,13475.0,1591.0,1345.0,125.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286290&DL=2969,Hyundai
1090,159800.0,14000.0,60109.0,2621.0,3.0,66173.0,27597.0,1395.0,1545.0,147.0,https://www.sgcarmart.com/used_cars/info.php?ID=1110558&DL=3017&utm_content=SLeligible,Audi
1091,63500.0,135081.0,41761.0,1247.0,7.0,26998.0,26557.0,999.0,1280.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1270771&DL=3597&utm_content=SLeligible,Audi
1094,49800.0,98188.0,48401.0,731.0,8.0,22403.0,23156.0,1496.0,1190.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290399&DL=1266,Honda
1095,53800.0,270000.0,25525.0,1468.0,15.0,12483.0,9050.0,1298.0,955.0,85.0,https://www.sgcarmart.com/used_cars/info.php?ID=1284699&DL=3214&utm_content=SLeligible,Perodua
1097,77500.0,119000.0,30209.0,1612.0,6.0,28913.0,21570.0,999.0,1275.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1253728&DL=4319&utm_content=SLeligible,Audi
1100,38800.0,149532.0,46048.0,763.0,18.0,9752.0,31442.0,2362.0,1700.0,167.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289844&DL=1000&utm_content=SLeligible,Toyota
1102,87800.0,65000.0,31210.0,2250.0,5.0,27554.0,20678.0,1496.0,1130.0,127.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289399&DL=3283,Honda
1103,79800.0,41000.0,26667.0,2043.0,5.0,22144.0,19380.0,1496.0,1110.0,130.0,https://www.sgcarmart.com/used_cars/info.php?ID=1252066&DL=3405&utm_content=SLeligible,Honda
1104,56800.0,89284.0,37000.0,1528.0,6.0,18754.0,14427.0,1496.0,1102.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1285743&DL=2077,Mazda
1108,59800.0,139000.0,39563.0,1858.0,15.0,20258.0,55421.0,3456.0,1975.0,273.0,https://www.sgcarmart.com/used_cars/info.php?ID=1277187&DL=3750&utm_content=SLeligible,Lexus
1109,58000.0,85681.0,44002.0,1245.0,7.0,24959.0,19881.0,1197.0,1325.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286540&DL=1195,Nissan
1112,33800.0,94000.0,46651.0,368.0,9.0,14100.0,19973.0,1496.0,1190.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1287314&DL=1028,Honda
1115,139800.0,65131.0,32001.0,1611.0,6.0,63146.0,54295.0,1991.0,1605.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289239&DL=1001,Mercedes-Benz
1116,143800.0,41722.0,36001.0,2005.0,5.0,52126.0,36204.0,1595.0,1490.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288977&DL=3043,Mercedes-Benz
1117,78800.0,55000.0,26309.0,1464.0,6.0,28667.0,21793.0,999.0,1190.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1287990&DL=3475,Volkswagen
1118,262800.0,6264.0,131000.0,3406.0,1.0,178228.0,53420.0,1998.0,1620.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1277396&DL=3863&utm_content=SLeligible,BMW
1123,36800.0,77700.0,56001.0,550.0,9.0,20644.0,24679.0,1498.0,1463.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289966&DL=3906,Volvo
1124,54800.0,128000.0,60101.0,462.0,9.0,38417.0,45491.0,1997.0,1530.0,241.0,https://www.sgcarmart.com/used_cars/info.php?ID=1284056&DL=1028,BMW
1125,50800.0,163319.0,50451.0,1253.0,17.0,17637.0,81616.0,2997.0,1850.0,227.0,https://www.sgcarmart.com/used_cars/info.php?ID=1274550&DL=2469&utm_content=SLeligible,Mercedes-Benz
1130,60300.0,53000.0,57414.0,1306.0,7.0,29315.0,13399.0,1995.0,1591.0,147.0,https://www.sgcarmart.com/used_cars/info.php?ID=1266778&DL=4508&utm_content=SLeligible,Subaru
1132,110888.0,165000.0,33377.0,1612.0,16.0,14869.0,32296.0,1998.0,1270.0,221.0,https://www.sgcarmart.com/used_cars/info.php?ID=1234395&DL=4528&utm_content=SLeligible,Honda
1133,46800.0,81000.0,47020.0,791.0,9.0,21706.0,19172.0,1197.0,1222.0,103.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289734&DL=3214,Volkswagen
1134,185000.0,40192.0,80401.0,2803.0,3.0,99275.0,41353.0,1998.0,1490.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1270916&DL=3597&utm_content=SLeligible,BMW
1136,23800.0,83500.0,57199.0,3.0,10.0,11770.0,18541.0,1591.0,1295.0,127.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290150&DL=1079,Kia
1137,190000.0,19500.0,32914.0,2318.0,14.0,20930.0,89685.0,3436.0,1425.0,315.0,https://www.sgcarmart.com/used_cars/info.php?ID=1270523&DL=2093&utm_content=SLeligible,Porsche
1138,86800.0,41000.0,36534.0,2371.0,5.0,37462.0,18253.0,1496.0,1067.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1227475&DL=3722&utm_content=SLeligible,Mazda
1139,113800.0,98088.0,39700.0,2043.0,5.0,51683.0,33721.0,1984.0,1480.0,187.0,https://www.sgcarmart.com/used_cars/info.php?ID=1265072&DL=1240&utm_content=SLeligible,Audi
1141,45500.0,113000.0,50889.0,1004.0,8.0,22303.0,18725.0,1197.0,1285.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1263596&DL=1028&utm_content=SLeligible,Nissan
1143,43888.0,60000.0,50101.0,970.0,8.0,22019.0,18729.0,1496.0,1079.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1240286&DL=2023&utm_content=SLeligible,Mazda
1144,84800.0,177000.0,33568.0,2222.0,14.0,20444.0,41108.0,2497.0,1650.0,201.0,https://www.sgcarmart.com/used_cars/info.php?ID=1268490&DL=3004&utm_content=SLeligible,BMW
1147,43800.0,80000.0,45000.0,395.0,8.0,19054.0,22519.0,1595.0,1395.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289657&DL=1043,Mercedes-Benz
1150,42800.0,152000.0,48479.0,792.0,18.0,10665.0,21887.0,1998.0,1223.0,158.0,https://www.sgcarmart.com/used_cars/info.php?ID=1219820&DL=4114&utm_content=SLeligible,Honda
1151,60800.0,91000.0,62019.0,606.0,9.0,38013.0,41400.0,1997.0,1615.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1281722&DL=1193,BMW
1152,118800.0,90168.0,33989.0,1490.0,5.0,40311.0,29506.0,1987.0,1530.0,170.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289998&DL=4454,Toyota
1153,76800.0,67710.0,28000.0,1614.0,6.0,28943.0,22504.0,1496.0,1190.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1285982&DL=1094,Honda
1157,25800.0,112000.0,75002.0,402.0,9.0,15120.0,17472.0,1797.0,1350.0,140.0,https://www.sgcarmart.com/used_cars/info.php?ID=1287690&DL=3117,Toyota
1158,49800.0,115868.0,56209.0,731.0,9.0,27067.0,28107.0,1595.0,1430.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290166&DL=1277,Mercedes-Benz
1160,290800.0,12730.0,137000.0,3444.0,1.0,193224.0,58959.0,1998.0,1600.0,241.0,https://www.sgcarmart.com/used_cars/info.php?ID=1283290&DL=3810,BMW
1161,92800.0,222000.0,49716.0,2588.0,13.0,35401.0,43442.0,2497.0,1650.0,201.0,https://www.sgcarmart.com/used_cars/info.php?ID=1283231&DL=3318&utm_content=SLeligible,BMW
1163,58000.0,151000.0,30284.0,1642.0,16.0,13740.0,15343.0,1499.0,1313.0,107.0,https://www.sgcarmart.com/used_cars/info.php?ID=1269552&DL=3545&utm_content=SLeligible,Mitsubishi
1170,63800.0,63131.0,46970.0,372.0,9.0,33981.0,38514.0,1997.0,1615.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1284680&DL=3863,BMW
1171,74800.0,158200.0,37502.0,2008.0,15.0,20775.0,53006.0,1796.0,1650.0,201.0,https://www.sgcarmart.com/used_cars/info.php?ID=1209864&DL=2026&utm_content=SLeligible,Mercedes-Benz
1173,30800.0,152000.0,51301.0,635.0,9.0,16535.0,18454.0,1197.0,1285.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288409&DL=3495,Nissan
1174,131777.0,59000.0,37900.0,2072.0,6.0,57120.0,39575.0,1997.0,1890.0,268.0,https://www.sgcarmart.com/used_cars/info.php?ID=1283171&DL=3648,Infiniti
1175,77800.0,31000.0,27000.0,1855.0,6.0,25896.0,16124.0,1199.0,1203.0,108.0,https://www.sgcarmart.com/used_cars/info.php?ID=1275894&DL=1193&utm_content=SLeligible,Citroen
1176,33998.0,237785.0,25285.0,973.0,12.0,13675.0,10739.0,1497.0,1095.0,107.0,https://www.sgcarmart.com/used_cars/info.php?ID=1201904&DL=3382&utm_content=SLeligible,Toyota
1179,90800.0,121000.0,59179.0,2588.0,12.0,47084.0,30328.0,1597.0,1500.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1284940&DL=3750&utm_content=SLeligible,Mercedes-Benz
1181,182800.0,60750.0,39000.0,2409.0,4.0,66398.0,44385.0,1998.0,1685.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1285857&DL=1213,BMW
1182,159777.0,42000.0,32889.0,2316.0,4.0,64213.0,46968.0,1497.0,1635.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1281424&DL=3648,Mercedes-Benz
1183,51800.0,21000.0,17110.0,1520.0,6.0,10682.0,13305.0,1198.0,1048.0,77.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290044&DL=1024,Nissan
1186,128500.0,72000.0,35710.0,2317.0,4.0,53518.0,35066.0,1499.0,1490.0,107.0,https://www.sgcarmart.com/used_cars/info.php?ID=1270952&DL=4229&utm_content=SLeligible,BMW
1187,57500.0,69000.0,46778.0,1367.0,7.0,27532.0,15108.0,1496.0,1310.0,118.0,https://www.sgcarmart.com/used_cars/info.php?ID=1263450&DL=3541&utm_content=SLeligible,Mazda
1188,56800.0,69783.0,41761.0,1341.0,7.0,21345.0,18988.0,1496.0,1130.0,130.0,https://www.sgcarmart.com/used_cars/info.php?ID=1247584&DL=3276&utm_content=SLeligible,Honda
1190,46800.0,140000.0,45002.0,638.0,9.0,24029.0,30196.0,1595.0,1460.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288967&DL=3414,Mercedes-Benz
1191,32000.0,114587.0,74501.0,429.0,10.0,18859.0,25951.0,1598.0,1405.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1273917&DL=4609,BMW
1192,66000.0,87800.0,41400.0,1369.0,7.0,31797.0,23530.0,1498.0,1454.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1273237&DL=4383&utm_content=SLeligible,Volvo
1193,82800.0,170000.0,35416.0,1830.0,16.0,20929.0,35867.0,1994.0,1590.0,221.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288981&DL=3414&utm_content=SLeligible,Subaru
1194,96800.0,61000.0,37102.0,2342.0,4.0,34118.0,22639.0,1341.0,1270.0,143.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289661&DL=3283,Opel
1200,84800.0,140000.0,33568.0,2227.0,14.0,20674.0,41847.0,2497.0,1650.0,201.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289056&DL=4414&utm_content=SLeligible,BMW
1204,98800.0,63354.0,31000.0,1550.0,8.0,42022.0,35143.0,1984.0,1505.0,217.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289793&DL=2425,Volkswagen
1205,89800.0,103000.0,38000.0,1464.0,7.0,43154.0,34502.0,1499.0,1425.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290159&DL=3210,BMW
1207,109800.0,125000.0,34935.0,2342.0,14.0,22550.0,65890.0,2893.0,1440.0,252.0,https://www.sgcarmart.com/used_cars/info.php?ID=1287830&DL=3750&utm_content=SLeligible,Porsche
1208,34800.0,105000.0,47020.0,795.0,9.0,17479.0,21458.0,1199.0,1190.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282134&DL=4561,Peugeot
1209,70800.0,128000.0,56000.0,799.0,8.0,41059.0,39616.0,1998.0,1700.0,234.0,https://www.sgcarmart.com/used_cars/info.php?ID=1220912&DL=1433&utm_content=SLeligible,Lexus
1212,89888.0,133333.0,42683.0,2463.0,14.0,28989.0,42497.0,1995.0,1625.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1253528&DL=4189&utm_content=SLeligible,BMW
1213,83800.0,114000.0,49802.0,1160.0,7.0,36117.0,31267.0,1499.0,1430.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1268538&DL=1339&utm_content=SLeligible,BMW
1214,47000.0,160000.0,27571.0,1707.0,16.0,12932.0,11834.0,1497.0,1095.0,107.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286439&DL=3446&utm_content=SLeligible,Toyota
1215,95000.0,100000.0,30009.0,1890.0,5.0,40979.0,29927.0,1499.0,1380.0,107.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282124&DL=4458,BMW
1216,63888.0,94166.0,56206.0,1004.0,8.0,36139.0,30240.0,2359.0,1891.0,185.0,https://www.sgcarmart.com/used_cars/info.php?ID=1254995&DL=3801&utm_content=SLeligible,Hyundai
1217,35800.0,121000.0,62101.0,485.0,9.0,24163.0,25671.0,1969.0,1557.0,241.0,https://www.sgcarmart.com/used_cars/info.php?ID=1270900&DL=2104&utm_content=SLeligible,Volvo
1218,77999.0,116000.0,42339.0,1337.0,7.0,38437.0,30858.0,1499.0,1480.0,100.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289480&DL=4555,BMW
1220,117800.0,75000.0,40101.0,2044.0,5.0,51836.0,33713.0,1984.0,1480.0,187.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286961&DL=1111,Audi
1221,115800.0,66138.0,48000.0,1825.0,5.0,59053.0,38960.0,1499.0,1415.0,138.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289405&DL=1000&utm_content=SLeligible,BMW
1222,71998.0,43108.0,25556.0,1675.0,6.0,21624.0,13887.0,1591.0,1287.0,125.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289608&DL=3382,Kia
1224,53800.0,140000.0,60689.0,576.0,9.0,32742.0,36191.0,2494.0,1615.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1240880&DL=2434&utm_content=SLeligible,Lexus
1225,28800.0,131050.0,55727.0,583.0,9.0,15279.0,11485.0,1368.0,1080.0,98.0,https://www.sgcarmart.com/used_cars/info.php?ID=1253903&DL=3712&utm_content=SLeligible,Hyundai
1227,46800.0,109300.0,46502.0,397.0,9.0,21941.0,22445.0,1390.0,1536.0,138.0,https://www.sgcarmart.com/used_cars/info.php?ID=1277258&DL=1339&utm_content=SLeligible,Volkswagen
1228,30800.0,87000.0,55001.0,635.0,9.0,17810.0,14573.0,1995.0,1566.0,147.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289170&DL=4343,Subaru
1231,22800.0,132167.0,66590.0,395.0,9.0,10139.0,18887.0,1496.0,1190.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290391&DL=1136,Honda
1232,39800.0,120888.0,43000.0,402.0,8.0,19253.0,19669.0,1497.0,1160.0,118.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289027&DL=4058,Honda
1233,38800.0,81181.0,47000.0,730.0,8.0,18738.0,15349.0,1995.0,1566.0,147.0,https://www.sgcarmart.com/used_cars/info.php?ID=1237915&DL=3961&utm_content=SLeligible,Subaru
1235,59800.0,73758.0,37000.0,1460.0,6.0,28114.0,19005.0,1199.0,1203.0,108.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289805&DL=2792,Citroen
1236,140800.0,71400.0,34000.0,1923.0,5.0,47027.0,33247.0,1998.0,1642.0,244.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289313&DL=4346,Kia
1237,63800.0,104000.0,57010.0,790.0,9.0,28459.0,24700.0,1986.0,1570.0,150.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288094&DL=4073,Toyota
1241,100988.0,57500.0,37102.0,2280.0,5.0,36281.0,17039.0,1995.0,1489.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1285941&DL=2870,Subaru
1245,57000.0,61730.0,42902.0,1248.0,7.0,20186.0,22452.0,999.0,1165.0,93.0,https://www.sgcarmart.com/used_cars/info.php?ID=1204472&DL=3712&utm_content=SLeligible,Audi
1249,103800.0,79892.0,60586.0,2738.0,13.0,45680.0,36024.0,1984.0,1364.0,252.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282632&DL=1000&utm_content=SLeligible,Volkswagen
1250,96998.0,233736.0,70109.0,2988.0,12.0,57451.0,26995.0,1598.0,1310.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1110142&DL=3382&utm_content=SLeligible,BMW
1251,85000.0,73000.0,41400.0,1374.0,7.0,36109.0,28082.0,1595.0,1435.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289201&DL=3842,Mercedes-Benz
1252,70800.0,79465.0,25000.0,1527.0,6.0,22427.0,16882.0,1498.0,1088.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1270641&DL=1054&utm_content=SLeligible,Honda
1260,69800.0,80000.0,25501.0,1700.0,6.0,22404.0,14789.0,998.0,940.0,109.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288801&DL=2448,Suzuki
1261,48800.0,37864.0,24617.0,1340.0,7.0,13731.0,17076.0,1496.0,1068.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289947&DL=1054,Mazda
1264,66800.0,114114.0,5813.0,2683.0,44.0,4310.0,3848.0,2525.0,1570.0,127.0,https://www.sgcarmart.com/used_cars/info.php?ID=1189471&DL=1000,Mercedes-Benz
1265,146800.0,109331.0,34509.0,1496.0,6.0,67214.0,55386.0,1991.0,1605.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1261437&DL=4234&utm_content=SLeligible,Mercedes-Benz
1268,100000.0,150800.0,40014.0,2402.0,14.0,26497.0,31141.0,2362.0,1710.0,167.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289863&DL=4659&utm_content=SLeligible,Toyota
1269,91800.0,77000.0,36426.0,1520.0,6.0,42290.0,33368.0,1499.0,1480.0,100.0,https://www.sgcarmart.com/used_cars/info.php?ID=1284404&DL=3089,BMW
1272,54800.0,140676.0,43339.0,1462.0,12.0,34980.0,14246.0,1591.0,1267.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1252096&DL=2290&utm_content=SLeligible,Hyundai
1277,88800.0,45126.0,30010.0,2101.0,5.0,27628.0,22514.0,1496.0,1130.0,127.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290371&DL=2473,Honda
1279,37800.0,79800.0,47300.0,739.0,8.0,18184.0,13914.0,1590.0,1284.0,115.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286253&DL=4523,Mitsubishi
1282,36800.0,146448.0,35503.0,829.0,8.0,15269.0,21192.0,1496.0,1190.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289878&DL=1001,Honda
1284,55800.0,85000.0,42801.0,1163.0,7.0,23885.0,15387.0,1600.0,1480.0,112.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290038&DL=2741,Subaru
1285,63800.0,84000.0,35411.0,1827.0,15.0,17832.0,43533.0,1995.0,1490.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1283097&DL=3495&utm_content=SLeligible,BMW
1286,116800.0,76980.0,39406.0,1917.0,5.0,47173.0,30806.0,1998.0,1695.0,227.0,https://www.sgcarmart.com/used_cars/info.php?ID=1261133&DL=1240&utm_content=SLeligible,Toyota
1287,54800.0,198188.0,29839.0,1887.0,15.0,15524.0,12468.0,1497.0,1095.0,107.0,https://www.sgcarmart.com/used_cars/info.php?ID=1278798&DL=1418&utm_content=SLeligible,Toyota
1288,69800.0,47000.0,28457.0,1641.0,6.0,22726.0,13922.0,1591.0,1287.0,125.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289115&DL=2341,Kia
1290,161800.0,28.0,89000.0,3315.0,1.0,102566.0,18380.0,1496.0,1250.0,116.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288045&DL=1266,Honda
1291,98000.0,73000.0,57390.0,1344.0,7.0,50197.0,37239.0,1595.0,1425.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1281513&DL=2341,Mercedes-Benz
1292,110800.0,74649.0,34000.0,1915.0,5.0,47507.0,33952.0,2487.0,1545.0,206.0,https://www.sgcarmart.com/used_cars/info.php?ID=1246706&DL=1032&utm_content=SLeligible,Toyota
1294,77200.0,115734.0,57390.0,1342.0,7.0,36370.0,25996.0,1595.0,1395.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282622&DL=4228,Mercedes-Benz
1296,109800.0,81000.0,39401.0,1497.0,6.0,39969.0,26650.0,1984.0,1577.0,241.0,https://www.sgcarmart.com/used_cars/info.php?ID=1277503&DL=4073&utm_content=SLeligible,Skoda
1297,55500.0,70200.0,49430.0,736.0,8.0,26241.0,19990.0,1598.0,1215.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289547&DL=1000&utm_content=SLeligible,Toyota
1299,59800.0,96000.0,54406.0,1104.0,7.0,33639.0,24596.0,1997.0,1626.0,142.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289460&DL=1044,Nissan
1300,47800.0,57000.0,51506.0,858.0,8.0,19163.0,20887.0,1198.0,1175.0,100.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289651&DL=1193,MINI
1301,40800.0,90000.0,50101.0,979.0,8.0,20616.0,21010.0,1199.0,1190.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1271632&DL=2140&utm_content=SLeligible,Peugeot
1302,85800.0,144000.0,47316.0,2227.0,13.0,33082.0,21503.0,1798.0,1360.0,142.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286035&DL=3100&utm_content=SLeligible,Toyota
1307,89800.0,142000.0,38216.0,2373.0,14.0,24992.0,28397.0,1995.0,1390.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1235356&DL=3989&utm_content=SLeligible,BMW
1309,60800.0,96069.0,48209.0,731.0,7.0,29143.0,27516.0,1498.0,1324.0,170.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289905&DL=3350,Honda
1310,81800.0,137000.0,40014.0,2401.0,14.0,26486.0,36062.0,1798.0,1450.0,158.0,https://www.sgcarmart.com/used_cars/info.php?ID=1281403&DL=3723&utm_content=SLeligible,Audi
1311,57999.0,64000.0,36001.0,1098.0,7.0,23340.0,14299.0,1496.0,1310.0,118.0,https://www.sgcarmart.com/used_cars/info.php?ID=1269981&DL=4555&utm_content=SLeligible,Mazda
1314,104800.0,55859.0,49189.0,1275.0,7.0,45911.0,37239.0,1595.0,1425.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289754&DL=1213,Mercedes-Benz
