,LISTING_URL,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_PER_YEAR,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
3370,https://www.sgcarmart.com/used_cars/info.php?ID=1082273&DL=3920&utm_content=SLeligible,MINI,51500,16920,30-Mar-2012,117000,2011,890,Auto,18013,13/03/2024,17782,17782,29590,1101,1598,1100,5,Hatchback
3371,https://www.sgcarmart.com/used_cars/info.php?ID=1199120&DL=3602&utm_content=SLeligible,BMW,177800,19510,22-Apr-2013,110000,2013,5025,Auto,100188,13/03/2024,96643,96643,109948,3323,4395,1870,3,Sports Car
3372,https://www.sgcarmart.com/used_cars/info.php?ID=1278914&DL=4489,Hyundai,19800,12770,09-Nov-2010,162000,2010,1033,Auto,5139,13/03/2024,10673,10673,16570,552,1591,1264,4,Mid-Sized Sedan
3373,https://www.sgcarmart.com/used_cars/info.php?ID=1262396&DL=3381&utm_content=SLeligible,Audi,63800,12750,28-Jun-2014,104000,2014,624,Auto,,13/03/2024,27213,15099,,1825,1395,1310,1,Luxury Sedan
3374,https://www.sgcarmart.com/used_cars/info.php?ID=1265353&DL=3647&utm_content=SLeligible,Renault,28800,12990,15-Jan-2016,110000,2015,1048,Auto,13648,13/03/2024,,,45002,366,1461,1314,1,Mid-Sized
3375,https://www.sgcarmart.com/used_cars/info.php?ID=1268436&DL=2097&utm_content=SLeligible,Honda,41800,14820,16-Aug-2016,90553,2016,682,Auto,19767,13/03/2024,21234,11728,52503,882,1496,1190,1,SUV
3376,https://www.sgcarmart.com/used_cars/info.php?ID=1278227&DL=1000&utm_content=SLeligible,Mercedes-Benz,145888,14580,25-Jun-2014,147000,2013,1202,Auto,,13/03/2024,43296,47615,,0,1991,1655,3,Luxury Sedan
3377,https://www.sgcarmart.com/used_cars/info.php?ID=1261054&DL=3597&utm_content=SLeligible,BMW,90000,13730,11-Nov-2010,163805,2010,2514,Auto,22894,13/03/2024,43537,43537,34935,2377,2497,1650,6,Luxury Sedan
3378,https://www.sgcarmart.com/used_cars/info.php?ID=1270149&DL=3968&utm_content=SLeligible,BMW,133000,27690,21-Nov-2017,65000,2017,1210,Auto,61256,13/03/2024,49745,61643,57414,1342,1998,1540,3,Luxury Sedan
3379,https://www.sgcarmart.com/used_cars/info.php?ID=1229159&DL=3175&utm_content=SLeligible,Mercedes-Benz,455800,52540,30-Mar-2021,27000,2020,3268,Auto,160723,13/03/2024,,,46002,2561,2925,2451,1,SUV
3380,https://www.sgcarmart.com/used_cars/info.php?ID=1241726&DL=3989&utm_content=SLeligible,BMW,88800,18160,26-Feb-2010,,2008,3307,Auto,15324,13/03/2024,85091,85091,31335,1468,2979,2070,5,SUV
3381,https://www.sgcarmart.com/used_cars/info.php?ID=1277917&DL=3597,Volkswagen,102000,16060,18-Jul-2019,77140,2019,976,Auto,42333,13/03/2024,28714,32200,34000,1949,1798,1480,2,Luxury Sedan
3382,https://www.sgcarmart.com/used_cars/info.php?ID=1278629&DL=4449,Renault,80800,17430,30-Apr-2018,67500,2018,1048,Auto,28242,13/03/2024,,,38510,1496,1461,1540,1,MPV
3383,https://www.sgcarmart.com/used_cars/info.php?ID=1261071&DL=4472&utm_content=SLeligible,Mercedes-Benz,152800,22950,17-Apr-2019,100000,2018,1202,Auto,71812,13/03/2024,55386,71695,35403,1858,1991,1605,1,Luxury Sedan
3384,https://www.sgcarmart.com/used_cars/info.php?ID=1253846&DL=1127&utm_content=SLeligible,2018,122000,23060,31-Aug-2018,70000,2018,1786,Auto,40963,13/03/2024,32801,37922,32311,1617,2488,1898,2,SUV
3385,https://www.sgcarmart.com/used_cars/info.php?ID=1219414&DL=3712&utm_content=SLeligible,Subaru,38800,13950,31-May-2016,159000,2016,744,Auto,20111,13/03/2024,15849,15849,47889,797,1600,1480,1,SUV
3386,https://www.sgcarmart.com/used_cars/info.php?ID=1245384&DL=2650&utm_content=SLeligible,Honda,80800,16570,27-Feb-2018,79500,2016,682,Auto,36504,13/03/2024,27417,30384,42322,1128,1496,1514,3,MPV
3387,https://www.sgcarmart.com/used_cars/info.php?ID=1260657&DL=3649&utm_content=SLeligible,Honda,56000,13270,03-Jun-2008,,2008,1110,Auto,16114,13/03/2024,19199,19199,38192,1528,1595,1220,5,Mid-Sized Sedan
3388,https://www.sgcarmart.com/used_cars/info.php?ID=1191906&DL=1189&utm_content=SLeligible,Suzuki,72800,12200,25-Aug-2010,152000,2009,1030,Auto,19714,13/03/2024,16378,16378,33038,1860,1586,1100,5,Hatchback
3389,https://www.sgcarmart.com/used_cars/info.php?ID=1240237&DL=2175&utm_content=SLeligible,BMW,453800,50190,07-Dec-2020,46000,2019,4568,Auto,201133,13/03/2024,144051,231292,41503,2433,4395,2310,1,SUV
3390,https://www.sgcarmart.com/used_cars/info.php?ID=1235683&DL=4140&utm_content=SLeligible,Ssangyong,42800,18380,25-Sep-2015,110000,2015,1810,Auto,24964,13/03/2024,,,60101,546,1998,2080,4,MPV
3391,https://www.sgcarmart.com/used_cars/info.php?ID=1278342&DL=2101,Volvo,63800,16240,24-Mar-2017,73000,2017,1176,Auto,35180,13/03/2024,26641,29298,53300,1095,1969,1557,1,Luxury Sedan
3392,https://www.sgcarmart.com/used_cars/info.php?ID=1222048&DL=3451&utm_content=SLeligible,Volkswagen,98888,18800,09-May-2018,72000,2018,1194,Auto,45234,13/03/2024,35354,41496,39000,1495,1984,1790,1,MPV
3393,https://www.sgcarmart.com/used_cars/info.php?ID=1250920&DL=4031&utm_content=SLeligible,Kia,58088,13720,10-Nov-2017,,2017,738,Auto,25446,13/03/2024,15713,15713,41617,1312,1591,1295,2,Mid-Sized Sedan
3394,https://www.sgcarmart.com/used_cars/info.php?ID=1270899&DL=3037&utm_content=SLeligible,Nissan,114800,14000,11-May-2022,42000,2022,1560,Auto,58621,13/03/2024,,,70901,2957,,1523,1,Mid-Sized
3395,https://www.sgcarmart.com/used_cars/info.php?ID=1275915&DL=2626,Volkswagen,80800,13970,18-Jan-2019,80000,2018,624,Auto,30819,13/03/2024,24329,26061,25920,1464,1395,1383,1,Hatchback
3396,https://www.sgcarmart.com/used_cars/info.php?ID=1273593&DL=3723,Mercedes-Benz,115800,20970,15-Jan-2018,,2017,1202,Auto,66468,13/03/2024,54732,70518,53711,1096,1991,1605,4,Luxury Sedan
3397,https://www.sgcarmart.com/used_cars/info.php?ID=1271157&DL=3989,Honda,35800,14020,27-May-2016,,2016,682,Auto,16441,13/03/2024,19821,9821,47889,793,1496,1190,3,SUV
3398,https://www.sgcarmart.com/used_cars/info.php?ID=1185352&DL=3811&utm_content=SLeligible,BMW,149888,14980,29-Nov-2013,89000,2013,2598,Auto,,13/03/2024,40679,48951,,0,2979,1445,3,Sports Car
3399,https://www.sgcarmart.com/used_cars/info.php?ID=1271899&DL=3642&utm_content=SLeligible,Toyota,52988,11220,15-Jan-2009,155000,2008,2457,Auto,15163,13/03/2024,36167,36167,32121,1707,2362,1600,4,SUV
3400,https://www.sgcarmart.com/used_cars/info.php?ID=1251218&DL=4552&utm_content=SLeligible,BMW,58800,17490,25-Oct-2016,139000,2016,1082,Auto,28983,13/03/2024,,,50991,941,1496,1480,1,MPV
3401,https://www.sgcarmart.com/used_cars/info.php?ID=1274279&DL=4154&utm_content=SLeligible,Mercedes-Benz,147800,14770,05-May-2014,143322,2013,1202,Auto,,13/03/2024,50187,57337,,0,1991,1680,2,Luxury Sedan
3402,https://www.sgcarmart.com/used_cars/info.php?ID=1278133&DL=3283&utm_content=SLeligible,Honda,51800,11520,10-Sep-2008,106000,2008,885,Auto,14539,13/03/2024,13885,13885,32339,1617,1339,1040,3,Hatchback
3403,https://www.sgcarmart.com/used_cars/info.php?ID=1276225&DL=3387,Honda,51800,14820,11-Jul-2017,,2017,682,Auto,20055,13/03/2024,,,50526,1192,1496,1280,1,SUV
3404,https://www.sgcarmart.com/used_cars/info.php?ID=1220946&DL=4061&utm_content=SLeligible,Bentley,1750,146960,31-Jul-2023,47,2023,3944,Auto,654853,13/03/2024,364161,741155,105459,3412,3996,2240,1,Sports Car
3405,https://www.sgcarmart.com/used_cars/info.php?ID=1267580&DL=3337&utm_content=SLeligible,Hyundai,53800,16960,23-Mar-2017,75000,2017,732,Auto,19222,13/03/2024,,,52807,1104,1580,1370,3,Hatchback
3406,https://www.sgcarmart.com/used_cars/info.php?ID=1230452&DL=3416,Audi,31500,29840,31-Oct-2014,108000,2014,624,Auto,17162,13/03/2024,27308,25232,72201,217,1395,1480,2,SUV
3407,https://www.sgcarmart.com/used_cars/info.php?ID=1226325&DL=3801&utm_content=SLeligible,Audi,222888,30530,14-Jul-2011,85493,2011,5468,Auto,39378,13/03/2024,147728,147728,53932,2652,4163,1565,6,Sports Car
3408,https://www.sgcarmart.com/used_cars/info.php?ID=1186135&DL=3405&utm_content=SLeligible,Nissan,40800,16520,28-Dec-2015,,2015,1210,Auto,22623,13/03/2024,21714,22400,57501,639,1997,1626,2,SUV
3409,https://www.sgcarmart.com/used_cars/info.php?ID=1278300&DL=1351,Honda,65888,13110,01-Aug-2018,118000,2018,684,Manual,28842,13/03/2024,16802,16802,38941,1588,1498,1068,1,Hatchback
3410,https://www.sgcarmart.com/used_cars/info.php?ID=1239859&DL=4298&utm_content=SLeligible,Volkswagen,80800,13830,30-Apr-2019,93800,2019,624,Auto,31813,13/03/2024,19702,19702,33199,1861,1395,1270,2,Hatchback
3411,https://www.sgcarmart.com/used_cars/info.php?ID=1277717&DL=4594,2017,73300,18660,29-Dec-2017,,2017,974,Auto,21468,13/03/2024,,,48011,1370,1797,1440,2,SUV
3412,https://www.sgcarmart.com/used_cars/info.php?ID=1230741&DL=3495&utm_content=SLeligible,Honda,48800,14630,02-Feb-2017,,2016,682,Auto,22553,13/03/2024,22173,13043,50951,739,1496,1190,4,SUV
3413,https://www.sgcarmart.com/used_cars/info.php?ID=1213329&DL=3989&utm_content=SLeligible,Mitsubishi,120800,26530,10-Dec-2008,,2008,1815,Auto,15198,13/03/2024,42741,42741,33377,1647,1998,1570,6,Sports Car
3414,https://www.sgcarmart.com/used_cars/info.php?ID=1258636&DL=3100&utm_content=SLeligible,Mercedes-Benz,69800,12520,09-Oct-2009,106700,2009,4746,Auto,20909,13/03/2024,72183,72183,37502,2010,3498,1735,4,Luxury Sedan
3415,https://www.sgcarmart.com/used_cars/info.php?ID=1252729&DL=1351&utm_content=SLeligible,Honda,64888,12870,02-Aug-2018,111000,2018,684,Manual,28853,13/03/2024,16802,16802,38941,1589,1498,1068,1,Hatchback
3416,https://www.sgcarmart.com/used_cars/info.php?ID=1266778&DL=4508&utm_content=SLeligible,Subaru,63800,15480,20-Nov-2017,53000,2017,1208,Auto,29882,13/03/2024,13399,13399,57414,1341,1995,1591,2,SUV
3417,https://www.sgcarmart.com/used_cars/info.php?ID=1239362&DL=2029&utm_content=SLeligible,Honda,69000,18310,19-Jan-2017,99600,2016,1210,Auto,34722,13/03/2024,29696,33575,51109,735,1997,1530,2,Luxury Sedan
3418,https://www.sgcarmart.com/used_cars/info.php?ID=1268039&DL=4555&utm_content=SLeligible,Honda,78999,13830,13-Aug-2019,68000,2018,682,Auto,24470,13/03/2024,,,34000,1945,1496,1080,2,Hatchback
3419,https://www.sgcarmart.com/used_cars/info.php?ID=1249655&DL=3079&utm_content=SLeligible,Hyundai,68388,15700,24-Apr-2018,,2018,600,Auto,21337,13/03/2024,17555,7555,39000,1490,1353,1240,4,Hatchback
3420,https://www.sgcarmart.com/used_cars/info.php?ID=1273920&DL=1368,Skoda,118000,18990,26-Aug-2019,76031,2018,1194,Auto,42672,13/03/2024,26300,28820,38602,1977,1984,1577,1,Mid-Sized Sedan
3421,https://www.sgcarmart.com/used_cars/info.php?ID=1248840&DL=2296&utm_content=SLeligible,Mercedes-Benz,274800,37930,26-Jul-2019,53000,2019,2382,Auto,129816,13/03/2024,94571,142228,43102,1947,2996,2425,1,SUV
3422,https://www.sgcarmart.com/used_cars/info.php?ID=1278920&DL=4210,Volkswagen,55800,15380,26-Oct-2016,100000,2015,976,Auto,33159,13/03/2024,31455,31037,55501,942,1798,1480,3,Luxury Sedan
3423,https://www.sgcarmart.com/used_cars/info.php?ID=1275373&DL=3117,Nissan,33000,14750,17-Nov-2015,88000,2015,742,Auto,18447,13/03/2024,16439,16439,56001,608,1598,1205,1,Mid-Sized Sedan
3424,https://www.sgcarmart.com/used_cars/info.php?ID=1273336&DL=3282,Volvo,155888,21460,28-Aug-2020,50000,2019,1176,Auto,50941,13/03/2024,30356,34499,38802,2344,1969,1695,1,SUV
3425,https://www.sgcarmart.com/used_cars/info.php?ID=1275267&DL=3791,Mercedes-Benz,66800,17570,22-Jun-2017,98000,2017,740,Auto,29017,13/03/2024,22548,18568,51765,1193,1595,1395,2,Hatchback
3426,https://www.sgcarmart.com/used_cars/info.php?ID=1027362&DL=3414,Nissan,156800,17630,20-Aug-1993,,1993,,Auto,96140,13/03/2024,63745,95618,108106,2928,2960,,,Sports Car
3427,https://www.sgcarmart.com/used_cars/info.php?ID=1251579&DL=2626&utm_content=SLeligible,2016,44800,16370,11-Mar-2016,61000,2016,684,Auto,22376,13/03/2024,23133,24387,45002,400,1497,1221,2,SUV
3428,https://www.sgcarmart.com/used_cars/info.php?ID=1267586&DL=3048&utm_content=SLeligible,Honda,65800,12700,18-May-2009,136000,2009,1467,Auto,20497,13/03/2024,26099,26099,39563,1889,1799,1219,5,Mid-Sized Sedan
3429,https://www.sgcarmart.com/used_cars/info.php?ID=1273340&DL=4154,Honda,38500,17410,28-Jul-2015,133655,2015,1630,Auto,25055,13/03/2024,26576,29207,65501,489,2356,1855,3,MPV
3430,https://www.sgcarmart.com/used_cars/info.php?ID=1233249&DL=2690&utm_content=SLeligible,Mitsubishi,36800,13220,17-Oct-2016,92110,2016,506,Auto,15973,13/03/2024,14786,5000,50000,943,1193,940,1,Mid-Sized Sedan
3431,https://www.sgcarmart.com/used_cars/info.php?ID=1277846&DL=3700,Mercedes-Benz,129800,21370,25-Apr-2019,59000,2018,740,Auto,52717,13/03/2024,34912,40877,43102,1856,1595,1490,1,Luxury Sedan
3432,https://www.sgcarmart.com/used_cars/info.php?ID=1260098&DL=4536&utm_content=SLeligible,Maserati,345000,40480,14-Dec-2020,20000,2019,2362,Auto,137708,13/03/2024,95035,143063,45012,2460,2979,2109,1,SUV
3433,https://www.sgcarmart.com/used_cars/info.php?ID=1278062&DL=2984,Honda,35800,14780,16-Nov-2015,41000,2015,742,Auto,21412,13/03/2024,21459,22043,55399,607,1598,1225,1,Mid-Sized Sedan
3434,https://www.sgcarmart.com/used_cars/info.php?ID=1251859&DL=2080&utm_content=SLeligible,Honda,118833,15370,07-Oct-2021,29000,2020,578,Auto,41327,13/03/2024,17459,5000,49640,2738,1317,1070,2,Hatchback
3435,https://www.sgcarmart.com/used_cars/info.php?ID=1264792&DL=4536&utm_content=SLeligible,Maserati,340000,40370,22-Mar-2021,44000,2020,2362,Auto,117588,13/03/2024,78201,112762,47001,2563,2979,2109,1,SUV
3436,https://www.sgcarmart.com/used_cars/info.php?ID=1276758&DL=2023&utm_content=SLeligible,Mercedes-Benz,67800,13860,06-Apr-2010,,2009,1364,Auto,15324,13/03/2024,51193,51193,31335,1468,1796,1615,4,Luxury Sedan
3437,https://www.sgcarmart.com/used_cars/info.php?ID=1236791&DL=1163&utm_content=SLeligible,Toyota,101800,22960,03-Oct-2017,128000,2017,1638,Auto,44005,13/03/2024,34489,40285,50110,1284,2362,1775,1,MPV
3438,https://www.sgcarmart.com/used_cars/info.php?ID=1257902&DL=2178&utm_content=SLeligible,Opel,106800,15060,05-Jan-2021,65600,2020,592,Auto,36859,13/03/2024,22340,8276,45510,2462,1341,1270,1,Hatchback
3439,https://www.sgcarmart.com/used_cars/info.php?ID=1261573&DL=3137&utm_content=SLeligible,Porsche,150800,65600,14-Jul-2006,,2005,4977,Auto,11144,13/03/2024,132444,145689,48479,827,3596,1565,4,Sports Car
3440,https://www.sgcarmart.com/used_cars/info.php?ID=1276764&DL=2425,Honda,44800,15190,17-Nov-2016,85603,2016,682,Auto,19040,13/03/2024,18213,8213,52668,973,1496,1130,2,Stationwagon
3441,https://www.sgcarmart.com/used_cars/info.php?ID=1278537&DL=4635,Volkswagen,128800,44080,28-Jul-2016,,2015,1194,Auto,42690,13/03/2024,40292,48409,57508,854,1984,1420,2,Sports Car
3442,https://www.sgcarmart.com/used_cars/info.php?ID=1273622&DL=1339,Nissan,42800,14730,13-Jul-2016,125000,2016,742,Auto,22665,13/03/2024,16910,16910,53694,829,1598,1205,2,Mid-Sized Sedan
3443,https://www.sgcarmart.com/used_cars/info.php?ID=1250224&DL=2093&utm_content=SLeligible,Mercedes-Benz,799000,70340,19-Jan-2023,5500,2022,3922,Auto,358769,13/03/2024,187268,351990,107001,2925,3982,1875,1,Sports Car
3444,https://www.sgcarmart.com/used_cars/info.php?ID=1269506&DL=2318&utm_content=SLeligible,Porsche,410888,44190,25-Jun-2021,32888,2021,2262,Auto,177211,13/03/2024,114445,178001,60001,2646,2894,1960,1,Sports Car
3445,https://www.sgcarmart.com/used_cars/info.php?ID=1224712&DL=4405&utm_content=SLeligible,Kia,95800,14800,30-Mar-2011,,2010,2124,Auto,21299,13/03/2024,23905,23905,32914,2348,2359,1838,3,SUV
3446,https://www.sgcarmart.com/used_cars/info.php?ID=1274492&DL=3849,Mercedes-Benz,61800,19070,05-Dec-2016,175000,2016,740,Auto,25346,13/03/2024,23217,19504,50000,971,1595,1395,2,Hatchback
3447,https://www.sgcarmart.com/used_cars/info.php?ID=1270612&DL=3283&utm_content=SLeligible,Toyota,71800,15130,30-Apr-2018,75000,2018,682,Auto,28206,13/03/2024,18569,18569,36810,1496,1496,1350,2,MPV
3448,https://www.sgcarmart.com/used_cars/info.php?ID=1247408&DL=3791&utm_content=SLeligible,BMW,48800,16410,08-Nov-2016,120000,2016,1082,Auto,19954,13/03/2024,,,51507,945,1496,1350,4,Hatchback
3449,https://www.sgcarmart.com/used_cars/info.php?ID=1252717&DL=3648&utm_content=SLeligible,Mercedes-Benz,199777,20320,01-Dec-2022,15000,2020,586,Auto,134416,13/03/2024,37866,45013,115388,3167,1332,1485,1,SUV
3450,https://www.sgcarmart.com/used_cars/info.php?ID=1275426&DL=1013,Mercedes-Benz,219800,36660,23-Apr-2018,87000,2018,2382,Auto,118770,13/03/2024,92287,138117,53711,1499,2996,2425,2,SUV
3451,https://www.sgcarmart.com/used_cars/info.php?ID=1277962&DL=4555,Honda,79999,14320,23-Apr-2019,,2018,682,Auto,27129,13/03/2024,22530,13542,33199,1864,1496,1190,1,SUV
3452,https://www.sgcarmart.com/used_cars/info.php?ID=1250174&DL=4071,Kia,15800,13860,04-May-2010,161250,2010,1033,Auto,3747,13/03/2024,15610,15610,16438,395,1591,1232,,Sports Car
3453,https://www.sgcarmart.com/used_cars/info.php?ID=1141503&DL=2356&utm_content=SLeligible,Mazda,60800,15960,27-Dec-2016,102832,2016,1786,Auto,33813,13/03/2024,28998,32598,51109,1003,2488,1513,2,Luxury Sedan
3454,https://www.sgcarmart.com/used_cars/info.php?ID=1278583&DL=2493,Toyota,70800,15260,08-Feb-2018,,2017,742,Auto,30712,13/03/2024,21690,22366,41400,1100,1598,1230,2,Mid-Sized Sedan
3455,https://www.sgcarmart.com/used_cars/info.php?ID=1225968&DL=3922&utm_content=SLeligible,Honda,89800,27750,08-Jun-2007,198000,2007,1815,Manual,17501,13/03/2024,22752,25028,54088,1160,1998,1270,5,Sports Car
3456,https://www.sgcarmart.com/used_cars/info.php?ID=1237670&DL=3507&utm_content=SLeligible,Mazda,52800,16980,31-Aug-2016,68300,2016,1210,Auto,27364,13/03/2024,21318,21846,58201,887,1998,1454,2,Luxury Sedan
3457,https://www.sgcarmart.com/used_cars/info.php?ID=1274058&DL=3811,Ford,58888,11940,27-Apr-2018,88000,2017,392,Auto,29417,13/03/2024,19340,19340,38510,1493,999,1345,2,Stationwagon
3458,https://www.sgcarmart.com/used_cars/info.php?ID=1241469&DL=3162&utm_content=SLeligible,Hyundai,106800,15250,14-Jan-2021,,2020,742,Auto,31531,13/03/2024,18437,5000,40609,2190,1598,1280,2,Mid-Sized Sedan
3459,https://www.sgcarmart.com/used_cars/info.php?ID=1225852&DL=2511&utm_content=SLeligible,Ferrari,1300,133760,16-Sep-2021,2700,2021,3796,Auto,484784,13/03/2024,343474,590254,56032,2737,3902,1600,2,Sports Car
3460,https://www.sgcarmart.com/used_cars/info.php?ID=1226376&DL=4370&utm_content=SLeligible,BMW,128800,18690,05-Apr-2011,,2010,3071,Auto,29410,13/03/2024,63498,63498,42683,2198,2979,1700,6,Luxury Sedan
3461,https://www.sgcarmart.com/used_cars/info.php?ID=1257558&DL=2952&utm_content=SLeligible,2010,60800,9280,12-Nov-2010,121000,2010,1036,Auto,21718,13/03/2024,18087,18087,33140,2377,1595,1240,5,Hatchback
3462,https://www.sgcarmart.com/used_cars/info.php?ID=1261043&DL=3283&utm_content=SLeligible,Lexus,209000,27450,25-Sep-2020,57000,2020,1784,Auto,71180,13/03/2024,47986,59181,40989,2371,2487,1620,2,Luxury Sedan
3463,https://www.sgcarmart.com/used_cars/info.php?ID=1277905&DL=4211&utm_content=SLeligible,Toyota,158888,17260,27-May-2013,123666,2012,1331,Auto,106143,13/03/2024,29504,33306,115270,3348,1998,1259,2,Sports Car
3464,https://www.sgcarmart.com/used_cars/info.php?ID=1261403&DL=3573&utm_content=SLeligible,Porsche,329888,45700,26-Aug-2011,84000,2011,4729,Auto,35891,13/03/2024,146912,146912,49716,2623,3800,1525,3,Sports Car
3465,https://www.sgcarmart.com/used_cars/info.php?ID=1207013&DL=4343&utm_content=SLeligible,2018,70800,14380,16-May-2018,,2017,682,Auto,30504,13/03/2024,21077,21508,37000,1522,1496,1190,2,SUV
3466,https://www.sgcarmart.com/used_cars/info.php?ID=1277929&DL=4404&utm_content=SLeligible,Mercedes-Benz,96800,13570,04-May-2011,200000,2011,965,Auto,30166,13/03/2024,30295,30295,42283,2592,1597,1500,5,Luxury Sedan
3467,https://www.sgcarmart.com/used_cars/info.php?ID=1257061&DL=2757&utm_content=SLeligible,Volkswagen,137800,18340,12-Jul-2021,37000,2020,1795,Auto,46114,13/03/2024,,,56100,2653,,1794,2,Hatchback
3468,https://www.sgcarmart.com/used_cars/info.php?ID=1278691&DL=4147,Porsche,152000,32580,12-Jul-2017,35000,2017,1194,Auto,74719,13/03/2024,63939,87091,54405,1193,1984,1845,2,SUV
3469,https://www.sgcarmart.com/used_cars/info.php?ID=1269764&DL=3321&utm_content=SLeligible,Mercedes-Benz,106800,25640,28-Apr-2017,80000,2016,2038,Auto,51306,13/03/2024,,,53001,1129,2143,1845,1,SUV
3470,https://www.sgcarmart.com/used_cars/info.php?ID=1211702&DL=2356&utm_content=SLeligible,Mazda,35800,13070,30-Jun-2016,176666,2016,682,Auto,19633,13/03/2024,16600,11600,55200,826,1496,1321,3,Mid-Sized Sedan
3471,https://www.sgcarmart.com/used_cars/info.php?ID=1222968&DL=3573&utm_content=SLeligible,Audi,185800,22110,16-Aug-2021,22000,2021,1194,Auto,73945,13/03/2024,,,56001,2707,1984,1565,1,Luxury
3472,https://www.sgcarmart.com/used_cars/info.php?ID=1278295&DL=3525&utm_content=SLeligible,Volkswagen,62800,12550,26-Feb-2015,,2014,624,Auto,,13/03/2024,19226,5000,,1825,1395,1249,3,Hatchback
3473,https://www.sgcarmart.com/used_cars/info.php?ID=1240615&DL=2976&utm_content=SLeligible,Honda,122800,15570,28-Sep-2021,30000,2018,682,Auto,59517,13/03/2024,,,68310,2739,1496,1280,1,SUV
3474,https://www.sgcarmart.com/used_cars/info.php?ID=1278982&DL=3451,Mazda,123888,15860,24-May-2021,26000,2021,1210,Auto,56410,13/03/2024,19469,19469,58089,2615,1998,1515,1,Luxury Sedan
3475,https://www.sgcarmart.com/used_cars/info.php?ID=1274297&DL=1001,Toyota,41800,14650,24-Dec-2015,173202,2015,1792,Auto,27531,13/03/2024,28170,31438,57501,635,2494,1475,2,Luxury Sedan
3476,https://www.sgcarmart.com/used_cars/info.php?ID=1196716&DL=2469&utm_content=SLeligible,Toyota,87800,13570,17-Sep-2010,156552,2010,2293,Auto,,13/03/2024,35783,35783,32914,2348,2362,1845,4,MPV
3477,https://www.sgcarmart.com/used_cars/info.php?ID=1270858&DL=1013&utm_content=SLeligible,Mercedes-Benz,231800,23770,29-Jun-2022,17000,2022,1202,Auto,139734,13/03/2024,,,106001,3015,1991,1625,1,Luxury
3478,https://www.sgcarmart.com/used_cars/info.php?ID=1279093&DL=2885,Toyota,46800,15700,28-Nov-2016,95000,2015,682,Auto,19377,13/03/2024,18511,8511,52668,974,1496,1320,2,MPV
3479,https://www.sgcarmart.com/used_cars/info.php?ID=1278430&DL=3767,BMW,95800,14470,02-Dec-2019,,2019,684,Auto,37758,13/03/2024,24231,25924,32000,2073,1499,1490,2,MPV
3480,https://www.sgcarmart.com/used_cars/info.php?ID=1245424&DL=1054&utm_content=SLeligible,Kia,81800,14630,06-Mar-2019,76000,2018,738,Auto,24267,13/03/2024,17897,17897,23568,1490,1591,1287,1,Mid-Sized Sedan
3481,https://www.sgcarmart.com/used_cars/info.php?ID=1266213&DL=3426&utm_content=SLeligible,Kia,115888,13470,04-Mar-2022,20250,2021,738,Auto,58825,13/03/2024,16845,16845,57898,2594,1591,1287,1,Mid-Sized Sedan
3482,https://www.sgcarmart.com/used_cars/info.php?ID=1278376&DL=4492,Audi,188800,23210,29-Mar-2021,45000,2021,1194,Auto,71423,13/03/2024,,,47506,2560,1984,1680,1,Luxury
3483,https://www.sgcarmart.com/used_cars/info.php?ID=1272372&DL=1000&utm_content=SLeligible,Renault,44000,13650,29-Mar-2017,,2016,1048,Auto,18695,13/03/2024,,,50789,1100,1461,1320,2,Mid-Sized
3484,https://www.sgcarmart.com/used_cars/info.php?ID=1278443&DL=4189&utm_content=SLeligible,Mercedes-Benz,88888,11640,27-Mar-2012,123000,2011,1169,Auto,46278,13/03/2024,39839,39839,60586,2773,1796,1520,2,Luxury Sedan
3485,https://www.sgcarmart.com/used_cars/info.php?ID=1278095&DL=2014,Volvo,101800,19930,05-Jul-2018,80820,2018,1176,Auto,38858,13/03/2024,28336,31671,38700,1551,1969,1683,2,SUV
3486,https://www.sgcarmart.com/used_cars/info.php?ID=1278812&DL=4286,BMW,231800,29160,16-Jan-2020,72000,2019,1210,Auto,115361,13/03/2024,83681,122626,40009,1827,1998,1765,3,Luxury Sedan
3487,https://www.sgcarmart.com/used_cars/info.php?ID=1257089&DL=3259&utm_content=SLeligible,2010,64988,10180,02-Aug-2010,,2009,1036,Auto,20995,13/03/2024,17837,17837,32875,2318,1595,1240,2,Hatchback
3488,https://www.sgcarmart.com/used_cars/info.php?ID=1278706&DL=4014,Porsche,399888,47710,12-May-2021,26588,2021,3242,Auto,131633,13/03/2024,,,62100,2593,,2125,2,Sports
3489,https://www.sgcarmart.com/used_cars/info.php?ID=1278050&DL=3863,Mazda,67800,14610,27-Nov-2017,82280,2017,1786,Auto,37026,13/03/2024,25220,27308,52000,1338,2488,1515,2,Luxury Sedan
3490,https://www.sgcarmart.com/used_cars/info.php?ID=1278868&DL=4578,BMW,62800,16750,17-Jan-2017,,2016,684,Auto,33269,13/03/2024,30895,30253,53106,733,1499,1430,3,SUV
