,DEPRE_VALUE_PER_YEAR,PREDICTED_DEPRE,RECOMMENDED,LISTING_URL
2956,10980.0,14891.809421796926,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278592&DL=3954
2969,21720.0,22640.667561864375,True,https://www.sgcarmart.com/used_cars/info.php?ID=1176852&DL=3381&utm_content=SLeligible
2970,12940.0,13482.774809535691,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278294&DL=1000&utm_content=SLeligible
2971,28970.0,48881.716467505044,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272151&DL=2140
2972,14180.0,14552.953947144615,True,https://www.sgcarmart.com/used_cars/info.php?ID=1276181&DL=1240
2973,14840.0,16269.76484227636,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277913&DL=3597
2975,10650.0,10827.119169595855,True,https://www.sgcarmart.com/used_cars/info.php?ID=1270050&DL=3048&utm_content=SLeligible
2976,13900.0,14717.487400980623,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261141&DL=1034&utm_content=SLeligible
2979,14480.0,15897.382133979896,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278373&DL=3365
2980,16280.0,16580.03372603097,True,https://www.sgcarmart.com/used_cars/info.php?ID=1220808&DL=1032&utm_content=SLeligible
2982,76390.0,83324.09830565471,True,https://www.sgcarmart.com/used_cars/info.php?ID=1143042&DL=2051&utm_content=SLeligible
2983,18030.0,19155.16187004102,True,https://www.sgcarmart.com/used_cars/info.php?ID=1247145&DL=2007&utm_content=SLeligible
2984,21890.0,22042.543864186762,True,https://www.sgcarmart.com/used_cars/info.php?ID=1270940&DL=3451&utm_content=SLeligible
2987,13850.0,14635.690184343137,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278051&DL=1163
2990,107730.0,125913.16028694317,True,https://www.sgcarmart.com/used_cars/info.php?ID=1206722&DL=2511&utm_content=SLeligible
2991,13230.0,16245.130610069442,True,https://www.sgcarmart.com/used_cars/info.php?ID=1255630&DL=4317&utm_content=SLeligible
2992,24690.0,27775.852676832084,True,https://www.sgcarmart.com/used_cars/info.php?ID=1255652&DL=2792&utm_content=SLeligible
2993,26210.0,29970.75161751553,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277947&DL=3283
2994,30820.0,31329.967023721936,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278250&DL=3098
3009,17240.0,19155.499519357243,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260969&DL=1034&utm_content=SLeligible
3011,42820.0,43252.79134433999,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277970&DL=2875
3012,31710.0,59605.14572683077,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261111&DL=1400&utm_content=SLeligible
3016,12780.0,16192.890316447309,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278970&DL=3951
3024,42170.0,48748.40449534383,True,https://www.sgcarmart.com/used_cars/info.php?ID=1255749&DL=3810&utm_content=SLeligible
3029,17410.0,19172.917556889817,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273393&DL=4400
3033,10810.0,13835.547551482297,True,https://www.sgcarmart.com/used_cars/info.php?ID=1259684&DL=4092&utm_content=SLeligible
3038,24180.0,29608.88408644318,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278440&DL=3700
3039,16870.0,17697.004945626035,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278729&DL=3074
3041,14820.0,18897.893072045288,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278851&DL=1095
3042,20110.0,22037.44095449313,True,https://www.sgcarmart.com/used_cars/info.php?ID=1276087&DL=2783
3043,16620.0,19198.12497309838,True,https://www.sgcarmart.com/used_cars/info.php?ID=1254143&DL=3405&utm_content=SLeligible
3057,14390.0,17807.920240386564,True,https://www.sgcarmart.com/used_cars/info.php?ID=1252923&DL=3283&utm_content=SLeligible
3062,16370.0,24652.135662368233,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278110&DL=3013
3063,28810.0,38139.02831212054,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278712&DL=2875
3064,12550.0,13433.66110438987,True,https://www.sgcarmart.com/used_cars/info.php?ID=1249806&DL=3723&utm_content=SLeligible
3073,24130.0,29217.693875224457,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272581&DL=3712
3074,11890.0,13991.20097380425,True,https://www.sgcarmart.com/used_cars/info.php?ID=1240452&DL=1009&utm_content=SLeligible
3075,22680.0,22722.49237548222,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261362&DL=3653&utm_content=SLeligible
3078,16470.0,19888.520512872838,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278093&DL=2900
3080,20680.0,25267.28579456123,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272501&DL=1095
3081,36820.0,55654.009594883246,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261401&DL=1172&utm_content=SLeligible
3082,10350.0,14594.068612449133,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278855&DL=3283&utm_content=SLeligible
3084,31740.0,36136.562484367765,True,https://www.sgcarmart.com/used_cars/info.php?ID=1255604&DL=2175&utm_content=SLeligible
3087,16050.0,16664.785856383398,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265694&DL=4517&utm_content=SLeligible
3088,16520.0,16783.287107282344,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274321&DL=3561
3094,11030.0,12098.253182352426,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274594&DL=4098&utm_content=SLeligible
3095,11360.0,14769.829595956937,True,https://www.sgcarmart.com/used_cars/info.php?ID=1247784&DL=4508&utm_content=SLeligible
3096,17690.0,21178.055682651942,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278760&DL=1344
3097,13780.0,15137.718731814377,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265014&DL=3381&utm_content=SLeligible
3098,31520.0,40497.67130508387,True,https://www.sgcarmart.com/used_cars/info.php?ID=1251121&DL=4075&utm_content=SLeligible
3100,21380.0,21976.483560961486,True,https://www.sgcarmart.com/used_cars/info.php?ID=1257229&DL=4398&utm_content=SLeligible
3105,16610.0,19793.037696656767,True,https://www.sgcarmart.com/used_cars/info.php?ID=1245023&DL=2547&utm_content=SLeligible
3107,17690.0,20114.38393394851,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275908&DL=4381
3109,17020.0,17204.846060360032,True,https://www.sgcarmart.com/used_cars/info.php?ID=1268115&DL=3934&utm_content=SLeligible
3111,15350.0,17766.158992964916,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278757&DL=1000&utm_content=SLeligible
3115,20480.0,21409.56007257559,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278716&DL=3116&utm_content=SLeligible
3121,32330.0,33554.79009785812,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272198&DL=4075
3123,9700.0,14236.04376234215,True,https://www.sgcarmart.com/used_cars/info.php?ID=1259858&DL=3811&utm_content=SLeligible
3128,44250.0,45320.15151105571,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278329&DL=3570
3129,34940.0,38627.850074227215,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275531&DL=2689
3132,14130.0,17339.60455738006,True,https://www.sgcarmart.com/used_cars/info.php?ID=1276263&DL=2469
3135,23680.0,26249.107571481156,True,https://www.sgcarmart.com/used_cars/info.php?ID=1269329&DL=1024&utm_content=SLeligible
3139,13080.0,13252.994632447037,True,https://www.sgcarmart.com/used_cars/info.php?ID=1241016&DL=2049&utm_content=SLeligible
3145,14340.0,16694.056576282048,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278394&DL=2283
3146,16820.0,18736.73803302008,True,https://www.sgcarmart.com/used_cars/info.php?ID=1268081&DL=2397&utm_content=SLeligible
3147,30130.0,42720.83020838925,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265405&DL=2291&utm_content=SLeligible
3149,14620.0,15964.785414308451,True,https://www.sgcarmart.com/used_cars/info.php?ID=1222539&DL=2473&utm_content=SLeligible
3151,14010.0,15768.521159984444,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265326&DL=2011
3153,24400.0,26213.652514666213,True,https://www.sgcarmart.com/used_cars/info.php?ID=1238995&DL=1000&utm_content=SLeligible
3154,27520.0,33373.341580914566,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277892&DL=1000&utm_content=SLeligible
3155,122580.0,210753.94593563417,True,https://www.sgcarmart.com/used_cars/info.php?ID=1271798&DL=1000&utm_content=SLeligible
3166,16220.0,16824.09052119904,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278202&DL=2792
3170,11880.0,14251.020068676375,True,https://www.sgcarmart.com/used_cars/info.php?ID=1244399&DL=2296&utm_content=SLeligible
3171,14010.0,14258.03367472082,True,https://www.sgcarmart.com/used_cars/info.php?ID=1242182&DL=1368&utm_content=SLeligible
3174,19180.0,20465.15884059542,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261133&DL=1240&utm_content=SLeligible
3180,15380.0,16148.096510422769,True,https://www.sgcarmart.com/used_cars/info.php?ID=1255850&DL=4140&utm_content=SLeligible
3182,17110.0,21817.113243233132,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278589&DL=2655
3184,22440.0,23977.029209038967,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278892&DL=2025
3188,23840.0,24248.637364747712,True,https://www.sgcarmart.com/used_cars/info.php?ID=1249360&DL=2469&utm_content=SLeligible
3189,19020.0,19553.24440337867,True,https://www.sgcarmart.com/used_cars/info.php?ID=1236478&DL=4558&utm_content=SLeligible
3193,22720.0,25899.668510172643,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261064&DL=3554&utm_content=SLeligible
3195,13720.0,15808.950109107678,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278508&DL=1228
3199,11250.0,12835.225682326785,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278650&DL=3750&utm_content=SLeligible
3201,14970.0,16670.812320716548,True,https://www.sgcarmart.com/used_cars/info.php?ID=1267849&DL=3718&utm_content=SLeligible
3210,15410.0,15782.497681621928,True,https://www.sgcarmart.com/used_cars/info.php?ID=1246993&DL=3175&utm_content=SLeligible
3211,10300.0,13550.325790531078,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265770&DL=2626&utm_content=SLeligible
3213,13960.0,17369.337628047535,True,https://www.sgcarmart.com/used_cars/info.php?ID=1163811&DL=3405&utm_content=SLeligible
3214,53600.0,70841.26668100966,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278801&DL=3350
3216,22600.0,25669.057872238907,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273474&DL=3350&utm_content=SLeligible
3218,22210.0,22809.859916863705,True,https://www.sgcarmart.com/used_cars/info.php?ID=1268904&DL=2140&utm_content=SLeligible
3220,11490.0,13527.270763344088,True,https://www.sgcarmart.com/used_cars/info.php?ID=1271450&DL=3951&utm_content=SLeligible
3226,14700.0,16933.029279744416,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278341&DL=1054
3232,14600.0,15221.552400860175,True,https://www.sgcarmart.com/used_cars/info.php?ID=1279024&DL=2163
3235,15960.0,16662.67769214128,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260555&DL=3283&utm_content=SLeligible
3236,11290.0,16706.379908089777,True,https://www.sgcarmart.com/used_cars/info.php?ID=1271071&DL=1000&utm_content=SLeligible
3241,18400.0,22131.833471585964,True,https://www.sgcarmart.com/used_cars/info.php?ID=1257323&DL=2771&utm_content=SLeligible
3243,23220.0,26645.050188061778,True,https://www.sgcarmart.com/used_cars/info.php?ID=1259326&DL=2659&utm_content=SLeligible
3246,13830.0,14093.991568697005,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278490&DL=2888
3251,16580.0,19033.200248472753,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273756&DL=4400
3252,25950.0,26063.956902792543,True,https://www.sgcarmart.com/used_cars/info.php?ID=1244220&DL=3712&utm_content=SLeligible
3253,15080.0,18227.14206668137,True,https://www.sgcarmart.com/used_cars/info.php?ID=1257796&DL=4234&utm_content=SLeligible
3256,13460.0,13798.243239630145,True,https://www.sgcarmart.com/used_cars/info.php?ID=1269493&DL=3337&utm_content=SLeligible
3257,22750.0,28888.061045759216,True,https://www.sgcarmart.com/used_cars/info.php?ID=1269424&DL=4605&utm_content=SLeligible
3259,25000.0,25182.58978966178,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278374&DL=3133
3268,11520.0,13450.93478755988,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278469&DL=1070&utm_content=SLeligible
3274,15150.0,15844.399757294403,True,https://www.sgcarmart.com/used_cars/info.php?ID=1257756&DL=3946&utm_content=SLeligible
3277,24830.0,32461.317740008828,True,https://www.sgcarmart.com/used_cars/info.php?ID=1237504&DL=2296&utm_content=SLeligible
3280,14280.0,14580.507495949376,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277992&DL=3426
3281,19150.0,19467.409310849576,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278933&DL=2757
3283,47420.0,50464.83075338944,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260739&DL=4189&utm_content=SLeligible
3284,14920.0,15993.24492553202,True,https://www.sgcarmart.com/used_cars/info.php?ID=1247504&DL=3100&utm_content=SLeligible
3289,18890.0,20334.49104309041,True,https://www.sgcarmart.com/used_cars/info.php?ID=1267914&DL=3954&utm_content=SLeligible
3293,17080.0,18201.33657909471,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273119&DL=4461
3294,15450.0,15660.538611306532,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278615&DL=1240
3295,11450.0,15195.798529267824,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265615&DL=3750&utm_content=SLeligible
3300,15890.0,16446.47654970396,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278627&DL=3117
3303,14800.0,16803.258834918117,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277859&DL=1290
3312,11940.0,15070.704864845571,True,https://www.sgcarmart.com/used_cars/info.php?ID=1239976&DL=2469&utm_content=SLeligible
3315,15150.0,24172.40540903709,True,https://www.sgcarmart.com/used_cars/info.php?ID=1240867&DL=2425&utm_content=SLeligible
3318,19840.0,20078.444889728507,True,https://www.sgcarmart.com/used_cars/info.php?ID=1252150&DL=4568&utm_content=SLeligible
3322,18950.0,19666.542479688924,True,https://www.sgcarmart.com/used_cars/info.php?ID=1247931&DL=4184&utm_content=SLeligible
3323,14460.0,14915.982371885952,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272036&DL=1000&utm_content=SLeligible
3324,12940.0,14760.670613221744,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260964&DL=4189&utm_content=SLeligible
3325,20400.0,25956.608949896185,True,https://www.sgcarmart.com/used_cars/info.php?ID=1250660&DL=3570&utm_content=SLeligible
3333,19910.0,23718.8192216126,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261771&DL=1240&utm_content=SLeligible
3334,21820.0,22284.22604523179,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261397&DL=4523&utm_content=SLeligible
3335,13730.0,13742.282283292188,True,https://www.sgcarmart.com/used_cars/info.php?ID=1220682&DL=3162&utm_content=SLeligible
3336,13000.0,14630.647785477191,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274829&DL=3368
3340,14100.0,14923.747394293732,True,https://www.sgcarmart.com/used_cars/info.php?ID=1250162&DL=4558&utm_content=SLeligible
3343,28310.0,29277.418861298163,True,https://www.sgcarmart.com/used_cars/info.php?ID=1268120&DL=3415&utm_content=SLeligible
3350,14870.0,18988.297755615673,True,https://www.sgcarmart.com/used_cars/info.php?ID=1229847&DL=4245&utm_content=SLeligible
3353,17450.0,17474.495442548694,True,https://www.sgcarmart.com/used_cars/info.php?ID=1279044&DL=2725
3354,12960.0,14425.190297308825,True,https://www.sgcarmart.com/used_cars/info.php?ID=1269600&DL=4228&utm_content=SLeligible
3356,10700.0,12412.986371063627,True,https://www.sgcarmart.com/used_cars/info.php?ID=1276556&DL=4457&utm_content=SLeligible
3359,16950.0,16979.79940045754,True,https://www.sgcarmart.com/used_cars/info.php?ID=1247092&DL=4332&utm_content=SLeligible
3361,13880.0,14435.001333284414,True,https://www.sgcarmart.com/used_cars/info.php?ID=1271801&DL=4457
3362,21890.0,22932.326308564745,True,https://www.sgcarmart.com/used_cars/info.php?ID=1270159&DL=3648&utm_content=SLeligible
3363,12640.0,12868.438328412063,True,https://www.sgcarmart.com/used_cars/info.php?ID=1231025&DL=3845&utm_content=SLeligible
3365,14970.0,15317.374912955736,True,https://www.sgcarmart.com/used_cars/info.php?ID=1256443&DL=3426&utm_content=SLeligible
3366,14400.0,15101.532484527492,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261247&DL=3597&utm_content=SLeligible
3367,18270.0,19603.19199759622,True,https://www.sgcarmart.com/used_cars/info.php?ID=1247493&DL=3008&utm_content=SLeligible
3369,13590.0,16277.085896670465,True,https://www.sgcarmart.com/used_cars/info.php?ID=1270800&DL=2080&utm_content=SLeligible
3371,19510.0,23991.58148217401,True,https://www.sgcarmart.com/used_cars/info.php?ID=1199120&DL=3602&utm_content=SLeligible
3375,14820.0,15844.354795472664,True,https://www.sgcarmart.com/used_cars/info.php?ID=1268436&DL=2097&utm_content=SLeligible
3377,13730.0,14460.666739118893,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261054&DL=3597&utm_content=SLeligible
3381,16060.0,18925.642688731237,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277917&DL=3597
3383,22950.0,23004.730497825305,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261071&DL=4472&utm_content=SLeligible
3385,13950.0,14612.135377471608,True,https://www.sgcarmart.com/used_cars/info.php?ID=1219414&DL=3712&utm_content=SLeligible
3388,12200.0,13474.164061321091,True,https://www.sgcarmart.com/used_cars/info.php?ID=1191906&DL=1189&utm_content=SLeligible
3389,50190.0,56665.79697596135,True,https://www.sgcarmart.com/used_cars/info.php?ID=1240237&DL=2175&utm_content=SLeligible
3391,16240.0,17624.134892207552,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278342&DL=2101
3392,18800.0,20593.40800028329,True,https://www.sgcarmart.com/used_cars/info.php?ID=1222048&DL=3451&utm_content=SLeligible
3395,13970.0,15700.41379432123,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275915&DL=2626
3399,11220.0,12419.609329693085,True,https://www.sgcarmart.com/used_cars/info.php?ID=1271899&DL=3642&utm_content=SLeligible
3402,11520.0,13916.499898359314,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278133&DL=3283&utm_content=SLeligible
3409,13110.0,20249.661461123436,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278300&DL=1351
3410,13830.0,15914.416667503654,True,https://www.sgcarmart.com/used_cars/info.php?ID=1239859&DL=4298&utm_content=SLeligible
3414,12520.0,19980.68675760242,True,https://www.sgcarmart.com/used_cars/info.php?ID=1258636&DL=3100&utm_content=SLeligible
3415,12870.0,20429.982399644494,True,https://www.sgcarmart.com/used_cars/info.php?ID=1252729&DL=1351&utm_content=SLeligible
3417,18310.0,19136.625614957997,True,https://www.sgcarmart.com/used_cars/info.php?ID=1239362&DL=2029&utm_content=SLeligible
3421,37930.0,42420.89390485581,True,https://www.sgcarmart.com/used_cars/info.php?ID=1248840&DL=2296&utm_content=SLeligible
3422,15380.0,18517.062507755578,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278920&DL=4210
3423,14750.0,15826.651855110984,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275373&DL=3117
3428,12700.0,13692.502121191232,True,https://www.sgcarmart.com/used_cars/info.php?ID=1267586&DL=3048&utm_content=SLeligible
3429,17410.0,19264.041671480245,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273340&DL=4154
3430,13220.0,13817.705128866724,True,https://www.sgcarmart.com/used_cars/info.php?ID=1233249&DL=2690&utm_content=SLeligible
3432,40480.0,44983.544893402126,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260098&DL=4536&utm_content=SLeligible
3433,14780.0,19584.293673974313,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278062&DL=2984
3438,15060.0,15148.397136854062,True,https://www.sgcarmart.com/used_cars/info.php?ID=1257902&DL=2178&utm_content=SLeligible
3440,15190.0,15807.65315821797,True,https://www.sgcarmart.com/used_cars/info.php?ID=1276764&DL=2425
3442,14730.0,15046.950824429281,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273622&DL=1339
3443,70340.0,84585.72426254167,True,https://www.sgcarmart.com/used_cars/info.php?ID=1250224&DL=2093&utm_content=SLeligible
3444,44190.0,48651.76532509057,True,https://www.sgcarmart.com/used_cars/info.php?ID=1269506&DL=2318&utm_content=SLeligible
3449,20320.0,20661.610226900968,True,https://www.sgcarmart.com/used_cars/info.php?ID=1252717&DL=3648&utm_content=SLeligible
3450,36660.0,38096.00159039721,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275426&DL=1013
3453,15960.0,19162.982175498484,True,https://www.sgcarmart.com/used_cars/info.php?ID=1141503&DL=2356&utm_content=SLeligible
3456,16980.0,17242.305836363164,True,https://www.sgcarmart.com/used_cars/info.php?ID=1237670&DL=3507&utm_content=SLeligible
3457,11940.0,13622.337088451102,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274058&DL=3811
3459,133760.0,154050.54430987616,True,https://www.sgcarmart.com/used_cars/info.php?ID=1225852&DL=2511&utm_content=SLeligible
3466,13570.0,15228.465271073786,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277929&DL=4404&utm_content=SLeligible
3470,13070.0,16131.287426231323,True,https://www.sgcarmart.com/used_cars/info.php?ID=1211702&DL=2356&utm_content=SLeligible
3475,14650.0,18850.51782261013,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274297&DL=1001
3481,13470.0,13834.64106010833,True,https://www.sgcarmart.com/used_cars/info.php?ID=1266213&DL=3426&utm_content=SLeligible
3484,11640.0,12547.763252641249,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278443&DL=4189&utm_content=SLeligible
3486,29160.0,32329.11921043127,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278812&DL=4286
3489,14610.0,17973.797401031345,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278050&DL=3863
3491,13660.0,14500.24986525262,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277627&DL=1400
3492,15710.0,17367.325444921324,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278059&DL=2485
3493,17950.0,18632.90134303689,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278901&DL=2952
3494,14620.0,15690.796149597034,True,https://www.sgcarmart.com/used_cars/info.php?ID=1216445&DL=2277&utm_content=SLeligible
3497,17860.0,17881.932708805416,True,https://www.sgcarmart.com/used_cars/info.php?ID=1196645&DL=2277&utm_content=SLeligible
3499,27960.0,29370.45182399823,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265614&DL=4595
3501,28880.0,34186.75709600546,True,https://www.sgcarmart.com/used_cars/info.php?ID=1268645&DL=4558&utm_content=SLeligible
3503,15190.0,22619.82349903956,True,https://www.sgcarmart.com/used_cars/info.php?ID=1279070&DL=1000&utm_content=SLeligible
3504,18870.0,19957.79736326147,True,https://www.sgcarmart.com/used_cars/info.php?ID=1238240&DL=2792&utm_content=SLeligible
3510,13550.0,15871.589767074514,True,https://www.sgcarmart.com/used_cars/info.php?ID=1263937&DL=4609&utm_content=SLeligible
3517,20910.0,22433.371249978383,True,https://www.sgcarmart.com/used_cars/info.php?ID=1264039&DL=3350&utm_content=SLeligible
3520,18500.0,18715.839557257805,True,https://www.sgcarmart.com/used_cars/info.php?ID=1276442&DL=3602
3522,13700.0,15990.05798519661,True,https://www.sgcarmart.com/used_cars/info.php?ID=1268738&DL=2191&utm_content=SLeligible
3523,13400.0,16357.251157782419,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278965&DL=2014
3524,13200.0,13406.468711141522,True,https://www.sgcarmart.com/used_cars/info.php?ID=1263647&DL=2870&utm_content=SLeligible
3525,10690.0,11735.314178491157,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273645&DL=3447&utm_content=SLeligible
3526,20440.0,22734.131839300553,True,https://www.sgcarmart.com/used_cars/info.php?ID=1235400&DL=4536&utm_content=SLeligible
3527,12890.0,16111.98183114328,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273728&DL=4398
3536,87550.0,91262.12031415664,True,https://www.sgcarmart.com/used_cars/info.php?ID=1244067&DL=3975&utm_content=SLeligible
3537,20100.0,20427.10147875272,True,https://www.sgcarmart.com/used_cars/info.php?ID=1253477&DL=2626
3545,13330.0,13985.172658296735,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275384&DL=2283
3550,13850.0,14543.918520179384,True,https://www.sgcarmart.com/used_cars/info.php?ID=1238001&DL=4383&utm_content=SLeligible
3551,10650.0,14709.943625410695,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275360&DL=3750&utm_content=SLeligible
3553,12680.0,13938.140342842475,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277690&DL=3745
3554,14380.0,15317.886411569663,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260573&DL=3597&utm_content=SLeligible
3556,23870.0,24571.374844731206,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277935&DL=1000&utm_content=SLeligible
3558,300760.0,306692.5440694713,True,https://www.sgcarmart.com/used_cars/info.php?ID=1228180&DL=4386&utm_content=SLeligible
3559,15900.0,17572.88476219355,True,https://www.sgcarmart.com/used_cars/info.php?ID=1267367&DL=1387&utm_content=SLeligible
3565,13520.0,15430.666757161463,True,https://www.sgcarmart.com/used_cars/info.php?ID=1248570&DL=2783&utm_content=SLeligible
3567,17520.0,17859.731037588648,True,https://www.sgcarmart.com/used_cars/info.php?ID=1249400&DL=2140&utm_content=SLeligible
3569,12840.0,14294.018726759252,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278121&DL=2962&utm_content=SLeligible
3570,18610.0,19678.904916938507,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278614&DL=1240
3578,16760.0,19992.519968117685,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272736&DL=4337
3579,15030.0,15384.14151250253,True,https://www.sgcarmart.com/used_cars/info.php?ID=1191701&DL=1266&utm_content=SLeligible
3580,15890.0,15926.146980255337,True,https://www.sgcarmart.com/used_cars/info.php?ID=1249438&DL=3008&utm_content=SLeligible
3590,16140.0,18972.953540641345,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278413&DL=3137
3593,15910.0,19587.73822707342,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278018&DL=3359
3603,16010.0,16490.090868176292,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277919&DL=3597
3605,12570.0,14135.27275987514,True,https://www.sgcarmart.com/used_cars/info.php?ID=1267443&DL=4184&utm_content=SLeligible
3606,17780.0,20908.19098887665,True,https://www.sgcarmart.com/used_cars/info.php?ID=1247449&DL=2792&utm_content=SLeligible
3613,22370.0,23850.76185003726,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277497&DL=4073
3616,15210.0,17593.43552635977,True,https://www.sgcarmart.com/used_cars/info.php?ID=1253102&DL=4412&utm_content=SLeligible
3619,22110.0,22397.405481345737,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278991&DL=4638
3620,13900.0,14130.494580250346,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261293&DL=3597&utm_content=SLeligible
3622,9990.0,11159.44632585052,True,https://www.sgcarmart.com/used_cars/info.php?ID=1276615&DL=4412&utm_content=SLeligible
